title;link;published;language;redirect;redirectLink;articleImage;articleBody
NewJeans win #1 + Performances from July 22nd 'Show! Music Core'! - allkpop;https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmFsbGtwb3AuY29tL2FydGljbGUvMjAyMy8wNy9uZXdqZWFucy13aW4tMS1wZXJmb3JtYW5jZXMtZnJvbS1qdWx5LTIybmQtc2hvdy1tdXNpYy1jb3Jl0gEA?oc=5;2023-07-22 08:36:00;1;True;https://www.allkpop.com/article/2023/07/newjeans-win-1-performances-from-july-22nd-show-music-core;;
'음중' 뉴진스VS엑소VS정국, 대상 후보 수준 1위 후보 스케일 - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYml6LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudC9lbnRlcl9nZW5lcmFsLzIwMjMvMDcvMjIvS1FJSEZZVVNDNzRQNldYM0NZMjRMS1dWQlEv0gFoaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9lbnRlcnRhaW5tZW50L2VudGVyX2dlbmVyYWwvMjAyMy8wNy8yMi9LUUlIRllVU0M3NFA2V1gzQ1kyNExLV1ZCUS8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-22 06:40:00;0;True;https://biz.chosun.com/entertainment/enter_general/2023/07/22/KQIHFYUSC74P6WX3CY24LKWVBQ/;;
NewJeans' streaming team apologizes for using a streaming API ... - allkpop;https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvbmV3amVhbnMtc3RyZWFtaW5nLXRlYW0tYXBvbG9naXplcy1mb3ItdXNpbmctYS1zdHJlYW1pbmctYXBpLWRlc2lnbmVkLWJ5LWJ0c3Mtc3RyZWFtaW5nLWluZm9ybWF0aW9uLXRlYW0td2l0aG91dC1wZXJtaXNzaW9u0gEA?oc=5;2023-07-22 06:40:00;1;True;https://www.allkpop.com/article/2023/07/newjeans-streaming-team-apologizes-for-using-a-streaming-api-designed-by-btss-streaming-information-team-without-permission;;
적수 없는 임영웅, 방탄소년단x뉴진스까지 꺾었다..가수 브랜드 평판 1위 - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYml6LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudC9lbnRlcl9nZW5lcmFsLzIwMjMvMDcvMjIvQTdTSjQ1WU81NkdDTTVMSzRCUUNDQUxIMk0v0gFoaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9lbnRlcnRhaW5tZW50L2VudGVyX2dlbmVyYWwvMjAyMy8wNy8yMi9BN1NKNDVZTzU2R0NNNUxLNEJRQ0NBTEgyTS8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-21 23:52:00;0;True;https://biz.chosun.com/entertainment/enter_general/2023/07/22/A7SJ45YO56GCM5LK4BQCCALH2M/;;
New Music Friday: Listen To New Songs From Travis Scott, Britney ... - The GRAMMYs;https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmdyYW1teS5jb20vbmV3cy9uZXctbXVzaWMtZnJpZGF5LWp1bHktMjEtdHJhdmlzLXNjb3R0LWJhZC1idW5ueS10aGUtd2Vla25kLWstcG9wLW5ld2plYW5zLWJyaXRuZXktc3BlYXJzLXNvbmdz0gEA?oc=5;2023-07-21 20:15:25;1;True;https://www.grammy.com/news/new-music-friday-july-21-travis-scott-bad-bunny-the-weeknd-k-pop-newjeans-britney-spears-songs;;
New Music Friday: Stream new projects from Babyface Ray, NewJeans, Blur, and more - The FADER;https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnRoZWZhZGVyLmNvbS8yMDIzLzA3LzIxL25ldy1tdXNpYy1mcmlkYXktc3RyZWFtLW5ldy1wcm9qZWN0cy1mcm9tLWJhYnlmYWNlLXJheS1uZXdqZWFucy1ibHVyLWFuZC1tb3Jl0gF1aHR0cHM6Ly93d3cudGhlZmFkZXIuY29tLzIwMjMvMDcvMjEvbmV3LW11c2ljLWZyaWRheS1zdHJlYW0tbmV3LXByb2plY3RzLWZyb20tYmFieWZhY2UtcmF5LW5ld2plYW5zLWJsdXItYW5kLW1vcmUvYW1w?oc=5;2023-07-21 12:49:55;1;True;https://www.thefader.com/2023/07/21/new-music-friday-stream-new-projects-from-babyface-ray-newjeans-blur-and-more;;
NewJeans - ASAP (English Lyrics + Audio) - Music Mundial News;https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3Lm11c2ljbXVuZGlhbC5jb20vZW4vMjAyMy8wNy8yMC9uZXdqZWFucy1hc2FwLWVuZ2xpc2gtbHlyaWNzL9IBTGh0dHBzOi8vd3d3Lm11c2ljbXVuZGlhbC5jb20vZW4vMjAyMy8wNy8yMC9uZXdqZWFucy1hc2FwLWVuZ2xpc2gtbHlyaWNzL2FtcC8?oc=5;2023-07-21 04:23:31;1;True;https://www.musicmundial.com/en/2023/07/20/newjeans-asap-english-lyrics/;;
Watch NewJeans' exciting music video for new single 'ETA' - NME;https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm5tZS5jb20vbmV3cy9tdXNpYy9uZXdqZWFucy1taW5pLWFsYnVtLWdldC11cC1yZWxlYXNlLWRhdGUtdGVhc2Vycy0zNDU3NzEw0gEA?oc=5;2023-07-21 04:20:53;1;True;https://www.nme.com/news/music/newjeans-mini-album-get-up-release-date-teasers-3457710;;
'글로벌 스타' 나온다던 뉴진스 뮤비, 백발의 양조위가 나왔다 - 한국일보;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpbGJvLmNvbS9OZXdzL1JlYWQvQTIwMjMwNzIwMTAxODAwMDQzNTDSAQA?oc=5;2023-07-20 01:33:22;0;True;https://www.hankookilbo.com/News/Read/A2023072010180004350;;
가장 새로운 뉴진스, 또 다른 민지 - 보그 코리아;https://news.google.com/rss/articles/CBMingFodHRwczovL3d3dy52b2d1ZS5jby5rci8yMDIzLzA3LzIwLyVFQSVCMCU4MCVFQyU5RSVBNS0lRUMlODMlODglRUIlQTElOUMlRUMlOUElQjQtJUVCJTg5JUI0JUVDJUE3JTg0JUVDJThBJUE0LSVFQiU5OCU5MC0lRUIlOEIlQTQlRUIlQTUlQjgtJUVCJUFGJUJDJUVDJUE3JTgwL9IBAA?oc=5;2023-07-20 00:59:55;0;True;https://www.vogue.co.kr/2023/07/20/%EA%B0%80%EC%9E%A5-%EC%83%88%EB%A1%9C%EC%9A%B4-%EB%89%B4%EC%A7%84%EC%8A%A4-%EB%98%90-%EB%8B%A4%EB%A5%B8-%EB%AF%BC%EC%A7%80/;;
NewJeans Play Angels & Watch Cupid’s Love Story Unfold in ‘Cool With You’ Videos: Watch - Billboard;https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvbXVzaWMtbmV3cy9uZXdqZWFucy1jb29sLXdpdGgteW91LXZpZGVvcy13YXRjaC0xMjM1Mzc1MDEzL9IBXmh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvbXVzaWMtbmV3cy9uZXdqZWFucy1jb29sLXdpdGgteW91LXZpZGVvcy13YXRjaC0xMjM1Mzc1MDEzL2FtcC8?oc=5;2023-07-19 22:24:48;1;True;https://www.billboard.com/music/music-news/newjeans-cool-with-you-videos-watch-1235375013/;;
BTS·TXT·엔하이픈·르세라핌·뉴진스, 각양각색 美 빌보드 톱 질주 - 전자신문;https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3LmV0bmV3cy5jb20vMjAyMzA3MTkwMDAyNTjSAQA?oc=5;2023-07-19 06:20:43;0;True;https://www.etnews.com/20230719000258;;
"""이럴 거면 속옷만 입지?”..뉴진스, 카즈하, 엄정화까지 자꾸 벗는 이유 ... - 오토트리뷴";https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vd3d3LmF1dG90cmlidW5lLmNvLmtyL25ld3MvYXJ0aWNsZVZpZXcuaHRtbD9pZHhubz05MDIx0gEA?oc=5;2023-07-19 03:29:20;0;True;https://www.autotribune.co.kr/news/articleView.html?idxno=9021;;
NH투자 “뉴진스 빌보드 핫100 차트 66위, 하이브 하반기 위버스 수익화” - 비즈니스포스트;https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LmJ1c2luZXNzcG9zdC5jby5rci9CUD9jb21tYW5kPWFydGljbGVfdmlldyZudW09MzIxNjIz0gEA?oc=5;2023-07-18 23:50:45;0;True;https://www.businesspost.co.kr/BP?command=article_view&num=321623;https://www.businesspost.co.kr/news/photo/202307/20230719084805_45801.jpg;[비즈니스포스트] 하이브 주식 매수의견이 유지됐다. 걸그룹 뉴진스가 신곡으로 빌보드 핫100 차트에서 66위에 이름을 올려 자체 최고순위를 기록했다. 하이브 소속 여러 아티스트가 하반기 신규앨범 발매와 월드투어를 계획하고 있다. ▲ 하이브의 걸그룹 뉴진스의 신곡 '슈퍼 샤이'가 빌보드 핫100에 66위로 입성했고 BTS 정국의 솔로곡도 진입이 예상됐다. 사진은 뉴진스. <하이브> 이화정 NH투자증권 연구원은 19일 하이브 목표주가 37만 원, 투자의견 매수(BUY)를 각각 유지했다. 18일 하이브 주식은 26만4500원에 거래를 마감했다. 이 연구원은 “뉴진스의 ‘슈퍼 샤이’가 발매 첫 주 빌보드 핫100에 66위로 진입했고 정국의 ‘세븐’은 3위가 예상된다”고 말했다. 이 연구원은 “글로벌 팬덤 확대로 라인업 전반의 음반 판매량 및 공연 모객수의 고성장세가 두드러지며 규모의 경제가 본격화 되고 있다”고 덧붙였다. 하반기에는 하이브의 팬플랫폼 위버스의 수익화가 본격적으로 시작될 것으로 전망됐다. 이 연구원은 “9월 SM 아티스트가 위버스 입점하면 월간활성이용자수의 큰 성장세가 나타날 것이다”며 “하반기 월구독 서비스 및 광고 삽입을 시작으로 본격적인 수익화도 기대된다”고 내다봤다. 하이브는 2023년 2분기 연결기준으로 매출 5812억 원, 영업이익 722억 원을 거둔 것으로 추정됐다. 지난해 2분기보다 매출은 13% 증가하고 영업이익은 18% 감소하는 것이다. 이 연구원은 “3분기 뉴진스, 보이넥스트도어, 뷔에 이어 4분기 TXT, 세븐틴, 정국 등 꾸준한 신보 발매와 월드투어 흥행효과로 호실적이 이어질 것이다”고 전망했다. 임민규 기자
New photos from 'Vogue Korea' reveal a closer look at NewJeans ... - allkpop;https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvbmV3LXBob3Rvcy1mcm9tLXZvZ3VlLWtvcmVhLXJldmVhbC1hLWNsb3Nlci1sb29rLWF0LW5ld2plYW5zLW1pbmppcy1zdHVubmluZy1hbmQtZGlzdGluY3RpdmUtZmVhdHVyZXPSAQA?oc=5;2023-07-18 20:57:00;1;True;https://www.allkpop.com/article/2023/07/new-photos-from-vogue-korea-reveal-a-closer-look-at-newjeans-minjis-stunning-and-distinctive-features;;
왁킹, 파워퍼프걸의 등장… 뉴진스 선공개곡 또 터졌다 - 한국일보;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vd3d3Lmhhbmtvb2tpbGJvLmNvbS9OZXdzL1JlYWQvQTIwMjMwNzE4MTM1NDAwMDQ5MTXSAQA?oc=5;2023-07-18 07:00:00;0;True;https://www.hankookilbo.com/News/Read/A2023071813540004915;;
The Weeknd Gives A Shoutout To NewJeans — But Korean ... - Koreaboo;https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL3dlZWtuZC1naXZlcy1zaG91dG91dC1uZXdqZWFucy1rb3JlYW4tbmV0aXplbnMtbWl4ZWQtcmV2aWV3cy1oYm8taWRvbC_SAQA?oc=5;2023-07-18 07:00:00;1;True;https://www.koreaboo.com/news/weeknd-gives-shoutout-newjeans-korean-netizens-mixed-reviews-hbo-idol/;;
BTS, NewJeans, BLACKPINK, & IVE are the top ranking K-Pop idol ... - allkpop;https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvYnRzLW5ld2plYW5zLWJsYWNrcGluay1pdmUtYXJlLXRoZS10b3AtcmFua2luZy1rLXBvcC1pZG9sLWdyb3Vwcy1pbi10ZXJtcy1vZi1icmFuZC12YWx1ZS1mb3ItanVsedIBAA?oc=5;2023-07-18 00:04:00;1;True;https://www.allkpop.com/article/2023/07/bts-newjeans-blackpink-ive-are-the-top-ranking-k-pop-idol-groups-in-terms-of-brand-value-for-july;;
[가요소식] 뉴진스 신곡 '쿨 위드 유' 뮤직비디오 20일 공개 - 연합뉴스;https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vd3d3LnluYS5jby5rci92aWV3L0FLUjIwMjMwNzE3MDM4NjAwMDA10gExaHR0cHM6Ly9tLnluYS5jby5rci9hbXAvdmlldy9BS1IyMDIzMDcxNzAzODYwMDAwNQ?oc=5;2023-07-17 07:00:00;0;True;https://www.yna.co.kr/view/AKR20230717038600005;;
"""Are They Siblings?"" A Handsome Korean Athlete Is Gaining ... - Koreaboo";https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL25ld2plYW5zLW1pbmppLWhhbmRzb21lLWtvcmVhbi1hdGhsZXRlLXVuY2FubnktcmVzZW1ibGFuY2Uv0gEA?oc=5;2023-07-17 07:00:00;1;True;https://www.koreaboo.com/news/newjeans-minji-handsome-korean-athlete-uncanny-resemblance/;;
NewJeans, (G)I-DLE, and Jungkook top Instiz chart for the fourth ... - allkpop;https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmFsbGtwb3AuY29tL2FydGljbGUvMjAyMy8wNy9uZXdqZWFucy1naS1kbGUtYW5kLWp1bmdrb29rLXRvcC1pbnN0aXotY2hhcnQtZm9yLXRoZS1mb3VydGgtd2Vlay1vZi1qdWx5LTIwMjPSAQA?oc=5;2023-07-17 07:00:00;1;True;https://www.allkpop.com/article/2023/07/newjeans-gi-dle-and-jungkook-top-instiz-chart-for-the-fourth-week-of-july-2023;;
Netizens say NewJeans' Danielle is like a real-life doll with her ... - allkpop;https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmFsbGtwb3AuY29tL2FydGljbGUvMjAyMy8wNy9uZXRpemVucy1zYXktbmV3amVhbnMtZGFuaWVsbGUtaXMtbGlrZS1hLXJlYWwtbGlmZS1kb2xsLXdpdGgtaGVyLXN1cGVyLXNoeS12aXN1YWxz0gEA?oc=5;2023-07-17 01:26:44;1;True;https://www.allkpop.com/article/2023/07/netizens-say-newjeans-danielle-is-like-a-real-life-doll-with-her-super-shy-visuals;;
NewJeans To Drop “Cool With You” Music Video - Koreaboo;https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL25ld2plYW5zLWRyb3AtY29vbHdpdGh5b3UtbXVzaWMtdmlkZW8v0gEA?oc=5;2023-07-16 07:00:00;1;True;https://www.koreaboo.com/news/newjeans-drop-coolwithyou-music-video/;;
"""Please Don't Cancel Me"": Circle Chart Director Makes Polarizing ... - Koreaboo";https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5rb3JlYWJvby5jb20vc3Rvcmllcy9wbGVhc2UtZG9udC1jYW5jZWwtY2lyY2xlLWNoYXJ0LWRpcmVjdG9yLW1ha2VzLXBvbGFyaXppbmctc3RhdGVtZW50cy1uZXdqZWFucy1sZS1zc2VyYWZpbS1naWRsZS_SAQA?oc=5;2023-07-16 07:00:00;1;True;https://www.koreaboo.com/stories/please-dont-cancel-circle-chart-director-makes-polarizing-statements-newjeans-le-sserafim-gidle/;;
르세라핌, 컴백 동시 '인기가요' 1위..엑소→뉴진스 컴백[종합] - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYml6LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudC9lbnRlcl9nZW5lcmFsLzIwMjMvMDcvMTYvSVBNTjUzVElGUzNEWFpWQ1Q3RjNXWkRPWlkv0gFoaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9lbnRlcnRhaW5tZW50L2VudGVyX2dlbmVyYWwvMjAyMy8wNy8xNi9JUE1ONTNUSUZTM0RYWlZDVDdGM1daRE9aWS8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-16 07:00:00;0;True;https://biz.chosun.com/entertainment/enter_general/2023/07/16/IPMN53TIFS3DXZVCT7F3WZDOZY/;;
사직구장에 뉴진스 민지가 떴다? [2023 올스타] - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vYml6LmNob3N1bi5jb20vc3BvcnRzL2Jhc2ViYWxsLzIwMjMvMDcvMTUvT0EyVkEzN002N0U1R09NUVlDQ05JNkZXQlkv0gFcaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9zcG9ydHMvYmFzZWJhbGwvMjAyMy8wNy8xNS9PQTJWQTM3TTY3RTVHT01RWUNDTkk2RldCWS8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-15 07:00:00;0;True;https://biz.chosun.com/sports/baseball/2023/07/15/OA2VA37M67E5GOMQYCCNI6FWBY/;;
뉴진스, '슈퍼 샤이'로 현지 활동 없이 美 스포티파이 톱 11위…국내에선 '파죽지세' - 서울경제 - 서울경제신문;https://news.google.com/rss/articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI5UzRMS0RWUknSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjlTNExLRFZSSQ?oc=5;2023-07-14 07:00:00;0;True;https://www.sedaily.com/NewsView/29S4LKDVRI;;
NewJeans Becomes Fastest K-Pop Girl Group To Debut Multiple ... - soompi;https://news.google.com/rss/articles/CBMimAFodHRwczovL3d3dy5zb29tcGkuY29tL2FydGljbGUvMTYwMDc3N3dwcC9uZXdqZWFucy1iZWNvbWVzLWZhc3Rlc3Qtay1wb3AtZ2lybC1ncm91cC10by1kZWJ1dC1tdWx0aXBsZS1zb25ncy1vbi11a3Mtb2ZmaWNpYWwtc2luZ2xlcy1jaGFydC13aXRoLXN1cGVyLXNoedIBAA?oc=5;2023-07-14 07:00:00;1;True;https://www.soompi.com/article/1600777wpp/newjeans-becomes-fastest-k-pop-girl-group-to-debut-multiple-songs-on-uks-official-singles-chart-with-super-shy;;
NewJeans Wows Netizens With Expensive Gifts For Fans During ... - Koreaboo;https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL25ld2plYW5zLWZhbnMtZ2lmdHMtbXVzaWMtc2hvdy1yZWNvcmRpbmctc3VwZXItc2h5L9IBAA?oc=5;2023-07-14 07:00:00;1;True;https://www.koreaboo.com/news/newjeans-fans-gifts-music-show-recording-super-shy/;;
뉴진스, 적수 없는 절대강자..2023 상반기 써클차트 싹쓸이 - 조선비즈 - 조선비즈;https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYml6LmNob3N1bi5jb20vZW50ZXJ0YWlubWVudC9lbnRlcl9nZW5lcmFsLzIwMjMvMDcvMTQvQUVTTlE3VUc2Uk40REk2T1BXRlo1VVJZRUkv0gFoaHR0cHM6Ly9iaXouY2hvc3VuLmNvbS9lbnRlcnRhaW5tZW50L2VudGVyX2dlbmVyYWwvMjAyMy8wNy8xNC9BRVNOUTdVRzZSTjRESTZPUFdGWjVVUllFSS8_b3V0cHV0VHlwZT1hbXA?oc=5;2023-07-14 07:00:00;0;True;https://biz.chosun.com/entertainment/enter_general/2023/07/14/AESNQ7UG6RN4DI6OPWFZ5URYEI/;;
뉴진스·이찬혁만 전체 수록곡 뮤비 찍나? 나훈아도 한다! - 한겨레;https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9jdWx0dXJlL2N1bHR1cmVfZ2VuZXJhbC8xMTAwMTEyLmh0bWzSAQA?oc=5;2023-07-14 07:00:00;0;True;https://www.hani.co.kr/arti/culture/culture_general/1100112.html;;
뉴진스 민지의 메이크업 아이템은? - 하퍼스바자;https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vd3d3LmhhcnBlcnNiYXphYXIuY28ua3IvYXJ0aWNsZS83OTEzONIBAA?oc=5;2023-07-14 07:00:00;0;True;https://www.harpersbazaar.co.kr/article/79138;;
"""Maybe it's because Min Hee Jin produced both groups,"" Netizens ... - allkpop";https://news.google.com/rss/articles/CBMinwFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvbWF5YmUtaXRzLWJlY2F1c2UtbWluLWhlZS1qaW4tcHJvZHVjZWQtYm90aC1ncm91cHMtbmV0aXplbnMtdGFsay1hYm91dC10aGUtc2ltaWxhcml0aWVzLWJldHdlZW4tbmV3amVhbnMtYW5kLXJlZC12ZWx2ZXTSAQA?oc=5;2023-07-14 03:40:21;1;True;https://www.allkpop.com/article/2023/07/maybe-its-because-min-hee-jin-produced-both-groups-netizens-talk-about-the-similarities-between-newjeans-and-red-velvet;;
NewJeans win #1 + Performances from July 13th 'M! Countdown'! - allkpop;https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmFsbGtwb3AuY29tL2FydGljbGUvMjAyMy8wNy9uZXdqZWFucy13aW4tMS1wZXJmb3JtYW5jZXMtZnJvbS1qdWx5LTEzdGgtbS1jb3VudGRvd27SAQA?oc=5;2023-07-13 22:46:39;1;True;https://www.allkpop.com/article/2023/07/newjeans-win-1-performances-from-july-13th-m-countdown;;
뉴진스·엑소·코요태…7월 가요계 '서머송' 대전 - 한국경제;https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lbnRlcnRhaW5tZW50L2FydGljbGUvMjAyMzA3MTMyNjQwWdIBOGh0dHBzOi8vd3d3Lmhhbmt5dW5nLmNvbS9lbnRlcnRhaW5tZW50L2FtcC8yMDIzMDcxMzI2NDBZ?oc=5;2023-07-13 07:00:00;0;True;https://www.hankyung.com/entertainment/article/202307132640Y;;
Starship Entertainment manager criticized for allegedly shifty ... - allkpop;https://news.google.com/rss/articles/CBMihwFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvc3RhcnNoaXAtZW50ZXJ0YWlubWVudC1tYW5hZ2VyLWNyaXRpY2l6ZWQtZm9yLWFsbGVnZWRseS1zaGlmdHktY29tbWVudHMtYWJvdXQtbmV3amVhbnMtcGljdHVyZXPSAQA?oc=5;2023-07-13 01:25:40;1;True;https://www.allkpop.com/article/2023/07/starship-entertainment-manager-criticized-for-allegedly-shifty-comments-about-newjeans-pictures;;
[문화현장] '뉴진스 작곡가' 250, 오는 15일 단독 공연 - SBS 뉴스;https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vbmV3cy5zYnMuY28ua3IvbmV3cy9lbmRQYWdlLmRvP25ld3NfaWQ9TjEwMDcyNjQ3MDTSATdodHRwczovL25ld3Muc2JzLmNvLmtyL2FtcC9uZXdzLmFtcD9uZXdzX2lkPU4xMDA3MjY0NzA0?oc=5;2023-07-12 07:00:00;0;True;https://news.sbs.co.kr/news/endPage.do?news_id=N1007264704;;
“To Be Paid At NewJeans' Level” — Eyewear Brand Staff Exposes ... - Koreaboo;https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9uZXdzL2ZpZnR5LWZpZnR5LWNmLWRlYWwtbmV3amVhbnMtbGV2ZWwtcGF5bWVudC1haG4tc3VuZ2lsLWdpdmVycy1leHBvc2Uv0gEA?oc=5;2023-07-12 07:00:00;1;True;https://www.koreaboo.com/news/fifty-fifty-cf-deal-newjeans-level-payment-ahn-sungil-givers-expose/;;
보그코리아 커버, 뉴진스 민지 '인간 샤넬' | TENANT news - 테넌트뉴스;https://news.google.com/rss/articles/CBMiI2h0dHA6Ly90bm5ld3MuY28ua3IvYXJjaGl2ZXMvMTQ0OTA00gEA?oc=5;2023-07-11 07:00:00;0;True;http://tnnews.co.kr/archives/144904;;
Best New Pop Songs This Week: Taylor Swift & NewJeans - UPROXX;https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vdXByb3h4LmNvbS9wb3AvYmVzdC1uZXctcG9wLXRheWxvci1zd2lmdC1uZXdqZWFucy1maWZ0eS1maWZ0eS_SAQA?oc=5;2023-07-11 07:00:00;1;True;https://uproxx.com/pop/best-new-pop-taylor-swift-newjeans-fifty-fifty/;;
Netizens credit an Attention-Grabbing Thumbnail for the high views ... - allkpop;https://news.google.com/rss/articles/CBMingFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvbmV0aXplbnMtY3JlZGl0LWFuLWF0dGVudGlvbi1ncmFiYmluZy10aHVtYm5haWwtZm9yLXRoZS1oaWdoLXZpZXdzLWZvci1uZXdqZWFucy1hdHRlbnRpb24tbXVzaWMtYmFuay1wZXJmb3JtYW5jZS12aWRlb9IBAA?oc=5;2023-07-11 06:41:34;1;True;https://www.allkpop.com/article/2023/07/netizens-credit-an-attention-grabbing-thumbnail-for-the-high-views-for-newjeans-attention-music-bank-performance-video;;
NewJeans' Haerin displays her mesmerizing beauty in the ... - allkpop;https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5hbGxrcG9wLmNvbS9hcnRpY2xlLzIwMjMvMDcvbmV3amVhbnMtaGFlcmluLWRpc3BsYXlzLWhlci1tZXNtZXJpemluZy1iZWF1dHktaW4tdGhlLWNvc21vcG9saXRhbi1waWN0b3JpYWwtd2l0aC1kaW9yLWJlYXV0edIBAA?oc=5;2023-07-11 01:29:09;1;True;https://www.allkpop.com/article/2023/07/newjeans-haerin-displays-her-mesmerizing-beauty-in-the-cosmopolitan-pictorial-with-dior-beauty;;
코카-콜라, 글로벌 앰배서더 뉴진스 '코-크 스튜디오' 화보 공개 - 머니투데이;https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vbmV3cy5tdC5jby5rci9tdHZpZXcucGhwP25vPTIwMjMwNzEwMTgzNjQyMzUzMjLSAT1odHRwczovL20ubXQuY28ua3IvcmVuZXcvdmlld19hbXAuaHRtbD9ubz0yMDIzMDcxMDE4MzY0MjM1MzIy?oc=5;2023-07-10 07:00:00;0;True;https://news.mt.co.kr/mtview.php?no=2023071018364235322;;
NewJeans's 'Super Shy' tops streaming charts - The Korea JoongAng Daily;https://news.google.com/rss/articles/CBMibGh0dHBzOi8va29yZWFqb29uZ2FuZ2RhaWx5LmpvaW5zLmNvbS8yMDIzLzA3LzEwL2VudGVydGFpbm1lbnQva3BvcC9OZXdKZWFucy1BRE9SLUhZQkUvMjAyMzA3MTAxNjM5MzE3MjguaHRtbNIBAA?oc=5;2023-07-10 07:00:00;1;True;https://koreajoongangdaily.joins.com/2023/07/10/entertainment/kpop/NewJeans-ADOR-HYBE/20230710163931728.html;;
"""R U Next"" Contestant Opens Up About Her Close Bond with ... - Koreaboo";https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmtvcmVhYm9vLmNvbS9zdG9yaWVzL3ItdS1uZXh0LWNvbnRlc3RhbnQtdGFsa3MtY2xvc2UtZnJpZW5kc2hpcC1uZXdqZWFucy1oeWVpbi_SAQA?oc=5;2023-07-10 07:00:00;1;True;https://www.koreaboo.com/stories/r-u-next-contestant-talks-close-friendship-newjeans-hyein/;;
